Year	Rd	Pk	Tm	Player
2002	2	41	MIL	Ronald Murray
2002	2	42	POR	Jason Jennings
2002	2	43	CHI	Lonny Baxter
2002	2	44	PHI	Sam Clancy
2002	2	45	MEM	Matt Barnes
2002	2	46	UTA	Jamal Sampson
2002	2	47	MIL	Chris Owens
2002	2	48	SEA	Peter Fehse
2002	2	49	BOS	Darius Songaila
2002	2	50	POR	Federico Kammerichs
2003	1	1	CLE	LeBron James
2003	1	2	DET	Darko Milicic
2003	1	3	DEN	Carmelo Anthony
2003	1	4	TOR	Chris Bosh
2003	1	5	MIA	Dwyane Wade
2003	1	6	LAC	Chris Kaman
2003	1	7	CHI	Kirk Hinrich
2003	1	8	MIL	T.J. Ford
2003	1	9	NYK	Mike Sweetney
2003	1	10	WAS	Jarvis Hayes
2003	1	11	GSW	Mickael Pietrus
2003	1	12	SEA	Nick Collison
2003	1	13	MEM	Marcus Banks
2003	1	14	SEA	Luke Ridnour
2003	1	15	ORL	Reece Gaines
2003	1	16	BOS	Troy Bell
2003	1	17	PHO	Zarko Cabarkapa
2003	1	18	NOH	David West
2003	1	19	UTA	Sasha Pavlovic
2003	1	20	BOS	Dahntay Jones
2003	1	21	ATL	Boris Diaw
2003	1	22	NJN	Zoran Planinic
2003	1	23	POR	Travis Outlaw
2003	1	24	LAL	Brian Cook
2003	1	25	DET	Carlos Delfino
2003	1	26	MIN	Ndudi Ebi
2003	1	27	MEM	Kendrick Perkins
2003	1	28	SAS	Leandro Barbosa
2003	1	29	DAL	Josh Howard
2003	2	30	NYK	Maciej Lampe
2003	2	31	CLE	Jason Kapono
2003	2	32	LAL	Luke Walton
2003	2	33	MIA	Jerome Beasley
2003	2	34	LAC	Sofoklis Schortsanitis
2003	2	35	MIL	Szymon Szewczyk
2003	2	36	CHI	Mario Austin
2003	2	37	ATL	Travis Hansen
2003	2	38	WAS	Steve Blake
2003	2	39	NYK	Slavko Vranes
2003	2	40	GSW	Derrick Zimmerman
2003	2	41	SEA	Willie Green
2003	2	42	ORL	Zaza Pachulia
2003	2	43	MIL	Keith Bogans
2003	2	44	HOU	Malick Badiane
2003	2	45	CHI	Matt Bonner
2003	2	46	DEN	Sani Becirovic
2003	2	47	UTA	Mo Williams
2003	2	48	NOH	James Lang
2003	2	49	IND	James Jones
2003	2	50	PHI	Paccelis Morlende
2004	1	1	ORL	Dwight Howard
2004	1	2	CHA	Emeka Okafor
2004	1	3	CHI	Ben Gordon
2004	1	4	LAC	Shaun Livingston
2004	1	5	WAS	Devin Harris
2004	1	6	ATL	Josh Childress
2004	1	7	PHO	Luol Deng
2004	1	8	TOR	Rafael Araujo
2004	1	9	PHI	Andre Iguodala
2004	1	10	CLE	Luke Jackson
2004	1	11	GSW	Andris Biedrins
2004	1	12	SEA	Robert Swift
2004	1	13	POR	Sebastian Telfair
2004	1	14	UTA	Kris Humphries
2004	1	15	BOS	Al Jefferson
2004	1	16	UTA	Kirk Snyder
2004	1	17	ATL	Josh Smith
2004	1	18	NOH	J.R. Smith
2004	1	19	MIA	Dorell Wright
2004	1	20	DEN	Jameer Nelson
2004	1	21	UTA	Pavel Podkolzin
2004	1	22	NJN	Viktor Khryapa
2004	1	23	POR	Sergei Monia
2004	1	24	BOS	Delonte West
2004	1	25	BOS	Tony Allen
2004	1	26	SAC	Kevin Martin
2004	1	27	LAL	Sasha Vujacic
2004	1	28	SAS	Beno Udrih
2004	1	29	IND	David Harrison
2004	2	30	ORL	Anderson Varejao
2004	2	31	CHI	Jackson Vroman
2004	2	32	WAS	Peter John Ramos
2004	2	33	LAC	Lionel Chalmers
2004	2	34	ATL	Donta Smith
2004	2	35	SEA	Andre Emmett
2004	2	36	ORL	Antonio Burks
2004	2	37	ATL	Royal Ivey
2004	2	38	CHI	Chris Duhon
2004	2	39	TOR	Albert Miralles
2004	2	40	BOS	Justin Reed
2004	2	41	SEA	David Young
2004	2	42	ATL	Viktor Sanikidze
2004	2	43	NYK	Trevor Ariza
2004	2	44	NOH	Tim Pickett
2004	2	45	CHA	Bernard Robinson
2004	2	46	POR	Ha Seung-Jin
2004	2	47	MIA	Pape Sow
2004	2	48	SAC	Ricky Minard
2004	2	49	MEM	Sergei Lishouk
2004	2	50	DAL	Vassilis Spanoulis
2005	1	1	MIL	Andrew Bogut
2005	1	2	ATL	Marvin Williams
2005	1	3	UTA	Deron Williams
2005	1	4	NOH	Chris Paul
2005	1	5	CHA	Raymond Felton
2005	1	6	POR	Martell Webster
2005	1	7	TOR	Charlie Villanueva
2005	1	8	NYK	Channing Frye
2005	1	9	GSW	Ike Diogu
2005	1	10	LAL	Andrew Bynum
2005	1	11	ORL	Fran Vazquez
2005	1	12	LAC	Yaroslav Korolev
2005	1	13	CHA	Sean May
2005	1	14	MIN	Rashad McCants
2005	1	15	NJN	Antoine Wright
2005	1	16	TOR	Joey Graham
2005	1	17	IND	Danny Granger
2005	1	18	BOS	Gerald Green
2005	1	19	MEM	Hakim Warrick
2005	1	20	DEN	Julius Hodge
2005	1	21	PHO	Nate Robinson
2005	1	22	DEN	Jarrett Jack
2005	1	23	SAC	Francisco Garcia
2005	1	24	HOU	Luther Head
2005	1	25	SEA	Johan Petro
2005	1	26	DET	Jason Maxiell
2005	1	27	POR	Linas Kleiza
2005	1	28	SAS	Ian Mahinmi
2005	1	29	MIA	Wayne Simien
2005	1	30	NYK	David Lee
2005	2	31	ATL	Salim Stoudamire
2005	2	32	LAC	Daniel Ewing
2005	2	33	NOH	Brandon Bass
2005	2	34	UTA	C.J. Miles
2005	2	35	POR	Ricky Sanchez
2005	2	36	MIL	Ersan Ilyasova
2005	2	37	LAL	Ronny Turiaf
2005	2	38	ORL	Travis Diener
2005	2	39	LAL	Von Wafer
2005	2	40	GSW	Monta Ellis
2005	2	41	TOR	Roko Ukic
2005	2	42	GSW	Chris Taft
2005	2	43	NJN	Mile Ilic
2005	2	44	ORL	Martynas Andriuskevicius
2005	2	45	PHI	Louis Williams
2005	2	46	IND	Erazem Lorbek
2005	2	47	MIN	Bracey Wright
2005	2	48	SEA	Mickael Gelabale
2005	2	49	WAS	Andray Blatche
2005	2	50	BOS	Ryan Gomes
2006	1	1	TOR	Andrea Bargnani
2006	1	2	CHI	LaMarcus Aldridge
2006	1	3	CHA	Adam Morrison
2006	1	4	POR	Tyrus Thomas
2006	1	5	ATL	Shelden Williams
2006	1	6	MIN	Brandon Roy
2006	1	7	BOS	Randy Foye
2006	1	8	HOU	Rudy Gay
2006	1	9	GSW	Patrick OBryant
2006	1	10	SEA	Mouhamed Sene
2006	1	11	ORL	J.J. Redick
2006	1	12	NOK	Hilton Armstrong
2006	1	13	PHI	Thabo Sefolosha
2006	1	14	UTA	Ronnie Brewer
2006	1	15	NOK	Cedric Simmons
2006	1	16	CHI	Rodney Carney
2006	1	17	IND	Shawne Williams
2006	1	18	WAS	Oleksiy Pecherov
2006	1	19	SAC	Quincy Douby
2006	1	20	NYK	Renaldo Balkman
2006	1	21	PHO	Rajon Rondo
2006	1	22	NJN	Marcus Williams1
2006	1	23	NJN	Josh Boone
2006	1	24	MEM	Kyle Lowry
2006	1	25	CLE	Shannon Brown
2006	1	26	LAL	Jordan Farmar
2006	1	27	PHO	Sergio Rodriguez
2006	1	28	DAL	Maurice Ager
2006	1	29	NYK	Mardy Collins
2006	1	30	POR	Joel Freeland
2006	2	31	POR	James White
2006	2	32	HOU	Steve Novak
2006	2	33	ATL	Solomon Jones
2006	2	34	LAC	Paul Davis
2006	2	35	TOR	P.J. Tucker
2006	2	36	MIN	Craig Smith
2006	2	37	MIN	Bobby Jones
2006	2	38	GSW	Kosta Perovic
2006	2	39	MIL	David Noel
2006	2	40	SEA	Denham Brown
2006	2	41	ORL	James Augustine
2006	2	42	CLE	Daniel Gibson
2006	2	43	NOK	Marcus Vinicius
2006	2	44	ORL	Lior Eliyahu
2006	2	45	IND	Alexander Johnson
2006	2	46	UTA	Dee Brown
2006	2	47	UTA	Paul Millsap
2006	2	48	WAS	Vladimir Veremeenko
2006	2	49	DEN	Leon Powe
2006	2	50	CHA	Ryan Hollins
2007	1	1	POR	Greg Oden
2007	1	2	SEA	Kevin Durant
2007	1	3	ATL	Al Horford
2007	1	4	MEM	Mike Conley
2007	1	5	BOS	Jeff Green
2007	1	6	MIL	Yi Jianlian
2007	1	7	MIN	Corey Brewer
2007	1	8	CHA	Brandan Wright
2007	1	9	CHI	Joakim Noah
2007	1	10	SAC	Spencer Hawes
2007	1	11	ATL	Acie Law
2007	1	12	PHI	Thaddeus Young
2007	1	13	NOK	Julian Wright
2007	1	14	LAC	Al Thornton
2007	1	15	DET	Rodney Stuckey
2007	1	16	WAS	Nick Young
2007	1	17	NJN	Sean Williams
2007	1	18	GSW	Marco Belinelli
2007	1	19	LAL	Javaris Crittenton
2007	1	20	MIA	Jason Smith
2007	1	21	PHI	Daequan Cook
2007	1	22	CHA	Jared Dudley
2007	1	23	NYK	Wilson Chandler
2007	1	24	PHO	Rudy Fernandez
2007	1	25	UTA	Morris Almond
2007	1	26	HOU	Aaron Brooks
2007	1	27	DET	Arron Afflalo
2007	1	28	SAS	Tiago Splitter
2007	1	29	PHO	Alando Tucker
2007	1	30	PHI	Petteri Koponen
2007	2	31	SEA	Carl Landry
2007	2	32	BOS	Gabe Pruitt
2007	2	33	SAS	Marcus Williams2
2007	2	34	DAL	Nick Fazekas
2007	2	35	SEA	Glen Davis
2007	2	36	GSW	Jermareo Davidson
2007	2	37	POR	Josh McRoberts
2007	2	38	PHI	Kyrylo Fesenko
2007	2	39	MIA	Stanko Barac
2007	2	40	LAL	Sun Yue
2007	2	41	MIN	Chris Richard
2007	2	42	POR	Derrick Byars
2007	2	43	NOK	Adam Haluska
2007	2	44	ORL	Reyshawn Terry
2007	2	45	LAC	Jared Jordan
2007	2	46	GSW	Stephane Lasme
2007	2	47	WAS	Dominic McGuire
2007	2	48	LAL	Marc Gasol
2007	2	49	CHI	Aaron Gray
2007	2	50	DAL	Renaldas Seibutis
2008	1	1	CHI	Derrick Rose
2008	1	2	MIA	Michael Beasley
2008	1	3	MIN	O.J. Mayo
2008	1	4	SEA	Russell Westbrook
2008	1	5	MEM	Kevin Love
2008	1	6	NYK	Danilo Gallinari
2008	1	7	LAC	Eric Gordon
2008	1	8	MIL	Joe Alexander
2008	1	9	CHA	D.J. Augustin
2008	1	10	NJN	Brook Lopez
2008	1	11	IND	Jerryd Bayless
2008	1	12	SAC	Jason Thompson
2008	1	13	POR	Brandon Rush
2008	1	14	GSW	Anthony Randolph
2008	1	15	PHO	Robin Lopez
2008	1	16	PHI	Marreese Speights
2008	1	17	TOR	Roy Hibbert
2008	1	18	WAS	JaVale McGee
2008	1	19	CLE	J.J. Hickson
2008	1	20	CHA	Alexis Ajinca
2008	1	21	NJN	Ryan Anderson
2008	1	22	ORL	Courtney Lee
2008	1	23	UTA	Kosta Koufos
2008	1	24	SEA	Serge Ibaka
2008	1	25	HOU	Nicolas Batum
2008	1	26	SAS	George Hill
2008	1	27	NOH	Darrell Arthur
2008	1	28	MEM	Donte Greene
2008	1	29	DET	D.J. White
2008	1	30	BOS	J.R. Giddens
2008	2	31	MIN	Nikola Pekovic
2008	2	32	SEA	Walter Sharpe
2008	2	33	POR	Joey Dorsey
2008	2	34	MIN	Mario Chalmers
2008	2	35	LAC	DeAndre Jordan
2008	2	36	POR	Omer Asik
2008	2	37	MIL	Luc Mbah a Moute
2008	2	38	CHA	Kyle Weaver
2008	2	39	CHI	Sonny Weems
2008	2	40	NJN	Chris Douglas-Roberts
2008	2	41	IND	Nathan Jawai
2008	2	42	SAC	Sean Singletary
2008	2	43	SAC	Patrick Ewing
2008	2	44	UTA	Ante Tomic
2008	2	45	SAS	Goran Dragic
2008	2	46	SEA	Trent Plaisted
2008	2	47	WAS	Bill Walker
2008	2	48	PHO	Malik Hairston
2008	2	49	GSW	Richard Hendrix
2008	2	50	SEA	DeVon Hardin
2009	1	1	LAC	Blake Griffin
2009	1	2	MEM	Hasheem Thabeet
2009	1	3	OKC	James Harden
2009	1	4	SAC	Tyreke Evans
2009	1	5	MIN	Ricky Rubio
2009	1	6	MIN	Jonny Flynn
2009	1	7	GSW	Stephen Curry
2009	1	8	NYK	Jordan Hill
2009	1	9	TOR	DeMar DeRozan
2009	1	10	MIL	Brandon Jennings
2009	1	11	NJN	Terrence Williams
2009	1	12	CHA	Gerald Henderson
2009	1	13	IND	Tyler Hansbrough
2009	1	14	PHO	Earl Clark
2009	1	15	DET	Austin Daye
2009	1	16	CHI	James Johnson
2009	1	17	PHI	Jrue Holiday
2009	1	18	MIN	Ty Lawson
2009	1	19	ATL	Jeff Teague
2009	1	20	UTA	Eric Maynor
2009	1	21	NOH	Darren Collison
2009	1	22	POR	Victor Claver
2009	1	23	SAC	Omri Casspi
2009	1	24	DAL	Byron Mullens
2009	1	25	OKC	Rodrigue Beaubois
2009	1	26	CHI	Taj Gibson
2009	1	27	MEM	DeMarre Carroll
2009	1	28	MIN	Wayne Ellington
2009	1	29	LAL	Toney Douglas
2009	1	30	CLE	Christian Eyenga
2009	2	31	SAC	Jeff Pendergraph
2009	2	32	WAS	Jermaine Taylor
2009	2	33	POR	Dante Cunningham
2009	2	34	DEN	Sergio Llull
2009	2	35	DET	DaJuan Summers
2009	2	36	MEM	Sam Young
2009	2	37	SAS	DeJuan Blair
2009	2	38	POR	Jon Brockman
2009	2	39	DET	Jonas Jerebko
2009	2	40	CHA	Derrick Brown
2009	2	41	MIL	Jodie Meeks
2009	2	42	LAL	Patrick Beverley
2009	2	43	MIA	Marcus Thornton
2009	2	44	DET	Chase Budinger
2009	2	45	MIN	Nick Calathes
2009	2	46	CLE	Danny Green
2009	2	47	MIN	Henk Norel
2009	2	48	PHO	Taylor Griffin
2009	2	49	ATL	Sergiy Gladyr
2009	2	50	UTA	Goran Suton
2010	1	1	WAS	John Wall
2010	1	2	PHI	Evan Turner
2010	1	3	NJN	Derrick Favors
2010	1	4	MIN	Wesley Johnson
2010	1	5	SAC	DeMarcus Cousins
2010	1	6	GSW	Ekpe Udoh
2010	1	7	DET	Greg Monroe
2010	1	8	LAC	Al-Farouq Aminu
2010	1	9	UTA	Gordon Hayward
2010	1	10	IND	Paul George
2010	1	11	NOH	Cole Aldrich
2010	1	12	MEM	Xavier Henry
2010	1	13	TOR	Ed Davis
2010	1	14	HOU	Patrick Patterson
2010	1	15	MIL	Larry Sanders
2010	1	16	MIN	Luke Babbitt
2010	1	17	CHI	Kevin Seraphin
2010	1	18	OKC	Eric Bledsoe
2010	1	19	BOS	Avery Bradley
2010	1	20	SAS	James Anderson
2010	1	21	OKC	Craig Brackins
2010	1	22	POR	Elliot Williams
2010	1	23	MIN	Trevor Booker
2010	1	24	ATL	Damion James
2010	1	25	MEM	Dominique Jones
2010	1	26	OKC	Quincy Pondexter
2010	1	27	NJN	Jordan Crawford
2010	1	28	MEM	Greivis Vasquez
2010	1	29	ORL	Daniel Orton
2010	1	30	WAS	Lazar Hayward
2010	2	31	NJN	Tibor Pleiss
2010	2	32	MIA	Dexter Pittman
2010	2	33	SAC	Hassan Whiteside
2010	2	34	POR	Armon Johnson
2010	2	35	WAS	Nemanja Bjelica
2010	2	36	DET	Terrico White
2010	2	37	MIL	Darington Hobson
2010	2	38	NYK	Andy Rautins
2010	2	39	NYK	Landry Fields
2010	2	40	IND	Lance Stephenson
2010	2	41	MIA	Jarvis Varnado
2010	2	42	MIA	DaSean Butler
2010	2	43	LAL	Devin Ebanks
2010	2	44	MIL	Jerome Jordan
2010	2	45	MIN	Paulao Prestes
2010	2	46	PHO	Gani Lawal
2010	2	47	MIL	Tiny Gallon
2010	2	48	MIA	Latavious Williams
2010	2	49	SAS	Ryan Richards
2010	2	50	DAL	Solomon Alabi
2011	1	1	CLE	Kyrie Irving
2011	1	2	MIN	Derrick Williams
2011	1	3	UTA	Enes Kanter
2011	1	4	CLE	Tristan Thompson
2011	1	5	TOR	Jonas Valanciunas
2011	1	6	WAS	Jan Vesely
2011	1	7	SAC	Bismack Biyombo
2011	1	8	DET	Brandon Knight
2011	1	9	CHA	Kemba Walker
2011	1	10	MIL	Jimmer Fredette
2011	1	11	GSW	Klay Thompson
2011	1	12	UTA	Alec Burks
2011	1	13	PHO	Markieff Morris
2011	1	14	HOU	Marcus Morris
2011	1	15	IND	Kawhi Leonard
2011	1	16	PHI	Nikola Vucevic
2011	1	17	NYK	Iman Shumpert
2011	1	18	WAS	Chris Singleton
2011	1	19	CHA	Tobias Harris
2011	1	20	MIN	Donatas Motiejunas
2011	1	21	POR	Nolan Smith
2011	1	22	DEN	Kenneth Faried
2011	1	23	HOU	Nikola Mirotic
2011	1	24	OKC	Reggie Jackson
2011	1	25	BOS	MarShon Brooks
2011	1	26	DAL	Jordan Hamilton
2011	1	27	NJN	JaJuan Johnson
2011	1	28	CHI	Norris Cole
2011	1	29	SAS	Cory Joseph
2011	1	30	CHI	Jimmy Butler
2011	2	31	MIA	Bojan Bogdanovic
2011	2	32	CLE	Justin Harper
2011	2	33	DET	Kyle Singler
2011	2	34	WAS	Shelvin Mack
2011	2	35	SAC	Tyler Honeycutt
2011	2	36	NJN	Jordan Williams
2011	2	37	LAC	Trey Thompkins
2011	2	38	HOU	Chandler Parsons
2011	2	39	CHA	Jeremy Tyler
2011	2	40	MIL	Jon Leuer
2011	2	41	LAL	Darius Morris
2011	2	42	IND	Davis Bertans
2011	2	43	CHI	Malcolm Lee
2011	2	44	GSW	Charles Jenkins
2011	2	45	NOH	Josh Harrellson
2011	2	46	LAL	Andrew Goudelock
2011	2	47	LAC	Travis Leslie
2011	2	48	ATL	Keith Benson
2011	2	49	MEM	Josh Selby
2011	2	50	PHI	Lavoy Allen
2012	1	1	NOH	Anthony Davis
2012	1	2	CHA	Michael Kidd-Gilchrist
2012	1	3	WAS	Bradley Beal
2012	1	4	CLE	Dion Waiters
2012	1	5	SAC	Thomas Robinson
2012	1	6	POR	Damian Lillard
2012	1	7	GSW	Harrison Barnes
2012	1	8	TOR	Terrence Ross
2012	1	9	DET	Andre Drummond
2012	1	10	NOH	Austin Rivers
2012	1	11	POR	Meyers Leonard
2012	1	12	HOU	Jeremy Lamb
2012	1	13	PHO	Kendall Marshall
2012	1	14	MIL	John Henson
2012	1	15	PHI	Maurice Harkless
2012	1	16	HOU	Royce White
2012	1	17	DAL	Tyler Zeller
2012	1	18	HOU	Terrence Jones
2012	1	19	ORL	Andrew Nicholson
2012	1	20	DEN	Evan Fournier
2012	1	21	BOS	Jared Sullinger
2012	1	22	BOS	Fab Melo
2012	1	23	ATL	John Jenkins
2012	1	24	CLE	Jared Cunningham
2012	1	25	MEM	Tony Wroten
2012	1	26	IND	Miles Plumlee
2012	1	27	MIA	Arnett Moultrie
2012	1	28	OKC	Perry Jones
2012	1	29	CHI	Marquis Teague
2012	1	30	GSW	Festus Ezeli
2012	2	31	CHA	Jeff Taylor
2012	2	32	WAS	Tomas Satoransky
2012	2	33	CLE	Bernard James
2012	2	34	CLE	Jae Crowder
2012	2	35	GSW	Draymond Green
2012	2	36	SAC	Orlando Johnson
2012	2	37	TOR	Quincy Acy
2012	2	38	DEN	Quincy Miller
2012	2	39	DET	Khris Middleton
2012	2	40	POR	Will Barton
2012	2	41	POR	Tyshawn Taylor
2012	2	42	MIL	Doron Lamb
2012	2	43	ATL	Mike Scott
2012	2	44	DET	Kim English
2012	2	45	PHI	Justin Hamilton
2012	2	46	NOH	Darius Miller
2012	2	47	UTA	Kevin Murphy
2012	2	48	NYK	Kostas Papanikolaou
2012	2	49	ORL	Kyle OQuinn
2012	2	50	DEN	Izzet Turkyilmaz
2013	1	1	CLE	Anthony Bennett
2013	1	2	ORL	Victor Oladipo
2013	1	3	WAS	Otto Porter
2013	1	4	CHA	Cody Zeller
2013	1	5	PHO	Alex Len
2013	1	6	NOH	Nerlens Noel
2013	1	7	SAC	Ben McLemore
2013	1	8	DET	Kentavious Caldwell-Pope
2013	1	9	MIN	Trey Burke
2013	1	10	POR	CJ McCollum
2013	1	11	PHI	Michael Carter-Williams
2013	1	12	OKC	Steven Adams
2013	1	13	DAL	Kelly Olynyk
2013	1	14	UTA	Shabazz Muhammad
2013	1	15	MIL	Giannis Antetokounmpo
2013	1	16	BOS	Lucas Nogueira
2013	1	17	ATL	Dennis Schroder
2013	1	18	ATL	Shane Larkin
2013	1	19	CLE	Sergey Karasev
2013	1	20	CHI	Tony Snell
2013	1	21	UTA	Gorgui Dieng
2013	1	22	BRK	Mason Plumlee
2013	1	23	IND	Solomon Hill
2013	1	24	NYK	Tim Hardaway
2013	1	25	LAC	Reggie Bullock
2013	1	26	MIN	Andre Roberson
2013	1	27	DEN	Rudy Gobert
2013	1	28	SAS	Livio Jean-Charles
2013	1	29	OKC	Archie Goodwin
2013	1	30	PHO	Nemanja Nedovic
2013	2	31	CLE	Allen Crabbe
2013	2	32	OKC	Alex Abrines
2013	2	33	CLE	Carrick Felix
2013	2	34	HOU	Isaiah Canaan
2013	2	35	PHI	Glen Rice
2013	2	36	SAC	Ray McCallum
2013	2	37	DET	Tony Mitchell1
2013	2	38	WAS	Nate Wolters
2013	2	39	POR	Jeff Withey
2013	2	40	POR	Grant Jerrett
2013	2	41	MEM	Jamaal Franklin
2013	2	42	PHI	Pierre Jackson
2013	2	43	MIL	Ricky Ledo
2013	2	44	DAL	Mike Muscala
2013	2	45	POR	Marko Todorovic
2013	2	46	UTA	Erick Green
2013	2	47	ATL	Raul Neto
2013	2	48	LAL	Ryan Kelly
2013	2	49	CHI	Erik Murphy
2013	2	50	ATL	James Ennis
2014	1	1	CLE	Andrew Wiggins
2014	1	2	MIL	Jabari Parker
2014	1	3	PHI	Joel Embiid
2014	1	4	ORL	Aaron Gordon
2014	1	5	UTA	Dante Exum
2014	1	6	BOS	Marcus Smart
2014	1	7	LAL	Julius Randle
2014	1	8	SAC	Nik Stauskas
2014	1	9	CHH	Noah Vonleh
2014	1	10	PHI	Elfrid Payton
2014	1	11	DEN	Doug McDermott
2014	1	12	ORL	Dario Saric
2014	1	13	MIN	Zach LaVine
2014	1	14	PHO	T.J. Warren
2014	1	15	ATL	Adreian Payne
2014	1	16	CHI	Jusuf Nurkic
2014	1	17	BOS	James Young
2014	1	18	PHO	Tyler Ennis
2014	1	19	CHI	Gary Harris
2014	1	20	TOR	Bruno Caboclo
2014	1	21	OKC	Mitch McGary
2014	1	22	MEM	Jordan Adams
2014	1	23	UTA	Rodney Hood
2014	1	24	CHH	Shabazz Napier
2014	1	25	HOU	Clint Capela
2014	1	26	MIA	P.J. Hairston
2014	1	27	PHO	Bogdan Bogdanovic
2014	1	28	LAC	C.J. Wilcox
2014	1	29	OKC	Josh Huestis
2014	1	30	SAS	Kyle Anderson
2014	2	31	MIL	Damien Inglis
2014	2	32	PHI	K.J. McDaniels
2014	2	33	CLE	Joe Harris
2014	2	34	NYK	Cleanthony Early
2014	2	35	UTA	Jarnell Stokes
2014	2	36	MIL	Johnny OBryant III
2014	2	37	TOR	DeAndre Daniels
2014	2	38	DET	Spencer Dinwiddie
2014	2	39	PHI	Jerami Grant
2014	2	40	MIN	Glenn Robinson III
2014	2	41	DEN	Nikola Jokic
2014	2	42	HOU	Nick Johnson
2014	2	43	ATL	Walter Tavares
2014	2	44	MIN	Markel Brown
2014	2	45	CHH	Dwight Powell
2014	2	46	WAS	Jordan Clarkson
2014	2	47	PHI	Russ Smith
2014	2	48	MIL	Lamar Patterson
2014	2	49	CHI	Cameron Bairstow
2014	2	50	PHO	Alec Brown
2015	1	1	MIN	Karl-Anthony Towns
2015	1	2	LAL	DAngelo Russell
2015	1	3	PHI	Jahlil Okafor
2015	1	4	NYK	Kristaps Porzingis
2015	1	5	ORL	Mario Hezonja
2015	1	6	SAC	Willie Cauley-Stein
2015	1	7	DEN	Emmanuel Mudiay
2015	1	8	DET	Stanley Johnson
2015	1	9	CHO	Frank Kaminsky
2015	1	10	MIA	Justise Winslow
2015	1	11	IND	Myles Turner
2015	1	12	UTA	Trey Lyles
2015	1	13	PHO	Devin Booker
2015	1	14	OKC	Cameron Payne
2015	1	15	ATL	Kelly Oubre
2015	1	16	BOS	Terry Rozier
2015	1	17	MIL	Rashad Vaughn
2015	1	18	HOU	Sam Dekker
2015	1	19	WAS	Jerian Grant
2015	1	20	TOR	Delon Wright
2015	1	21	DAL	Justin Anderson
2015	1	22	CHI	Bobby Portis
2015	1	23	POR	Rondae Hollis-Jefferson
2015	1	24	CLE	Tyus Jones
2015	1	25	MEM	Jarell Martin
2015	1	26	SAS	Nikola Milutinov
2015	1	27	LAL	Larry Nance Jr.
2015	1	28	BOS	R.J. Hunter
2015	1	29	BRK	Chris McCullough
2015	1	30	GSW	Kevon Looney
2015	2	31	MIN	Cedi Osman
2015	2	32	HOU	Montrezl Harrell
2015	2	33	BOS	Jordan Mickey
2015	2	34	LAL	Anthony Brown
2015	2	35	PHI	Willy Hernangomez
2015	2	36	MIN	Rakeem Christmas
2015	2	37	PHI	Richaun Holmes
2015	2	38	DET	Darrun Hilliard
2015	2	39	CHO	Juan Pablo Vaulet
2015	2	40	MIA	Josh Richardson
2015	2	41	BRK	Pat Connaughton
2015	2	42	UTA	Olivier Hanlan
2015	2	43	IND	Joseph Young
2015	2	44	PHO	Andrew Harrison
2015	2	45	BOS	Marcus Thornton
2015	2	46	MIL	Norman Powell
2015	2	47	PHI	Arturas Gudaitis
2015	2	48	OKC	Dakari Johnson
2015	2	49	WAS	Aaron White
2015	2	50	ATL	Marcus Eriksson
